name,online_order,book_table,rate,votes,location,rest_type,cuisines,price
Biryani Kitchen,1,0,4.3,634,Whitefield,Quick Bites,South Indian,450
Goli Vada Pav No. 1,1,0,3.7,188,Brookefield,Quick Bites,Fast Food,200
Boondock Bistro,1,1,3.9,1636,Whitefield,Casual Dining,Continental,900
Chaat Bazaar,1,0,3.7,35,Whitefield,Quick Bites,Fast Food,300
Yumlane,0,0,2.9,25,Brookefield,Delivery/Takeaway,Fast Food,0
Andhra Kafe,1,0,3.8,247,Whitefield,Casual Dining,South Indian,550
Spellbound,1,0,3.3,11,Whitefield,Quick Bites,Fast Food,400
Subway,1,0,3.4,141,"ITPL Main Road, Whitefield",Quick Bites,South Indian,500
Desi Khana,1,0,3.4,243,"Varthur Main Road, Whitefield",Quick Bites,North Indian,300
McDonald's,1,0,3.0,404,Brookefield,Quick Bites,Fast Food,500
Cupcake Bliss,1,0,3.5,4,East Bangalore,Quick Bites,Fast Food,250
Chai Point,1,0,3.9,131,Brookefield,Quick Bites,Fast Food,250
Daily Sushi,1,0,3.8,63,Whitefield,Casual Dining,Asian,900
Lassi Shop,1,0,3.9,73,Whitefield,Quick Bites,Beverages,200
Brooks 37,1,1,4.1,276,Brookefield,Casual Dining,North Indian,1000
Sweet Truth,1,0,3.8,25,Whitefield,Delivery/Takeaway,Fast Food,500
Red Rhino,1,1,4.4,1980,Whitefield,Bar,Continental,1700
One For The Road,1,1,4.1,137,Whitefield,Bar,Continental,1200
Biryani Factory,1,0,2.9,17,Whitefield,Delivery/Takeaway,South Indian,400
Bombay Sandwich Company,1,0,3.4,42,Whitefield,Delivery/Takeaway,Fast Food,400
Punjab Grill,1,0,4.8,650,Whitefield,Casual Dining,North Indian,2000
Khan Saheb Grills and Rolls,1,0,3.8,305,Whitefield,Quick Bites,Fast Food,400
Spicy Onion,1,0,3.6,30,Whitefield,Casual Dining,North Indian,400
nu.tree,1,0,4.3,185,Whitefield,Quick Bites,North Indian,400
WOW! Momo,1,0,2.9,46,Whitefield,Quick Bites,Asian,400
Chili's American Grill & Bar,1,0,4.6,4955,Whitefield,Casual Dining,Continental,1400
Chef Baker's,1,0,4.0,544,Brookefield,Quick Bites,Fast Food,450
Krispy Kreme,1,0,4.0,130,Whitefield,Dessert,Cafe,300
Sree Krishna Kafe,1,0,3.7,55,Whitefield,Quick Bites,South Indian,200
Hyderabad Biryani,1,0,3.2,145,Whitefield,Casual Dining,North Indian,600
Biriyani Section,1,0,3.7,28,Whitefield,Quick Bites,South Indian,300
Techies Kitchen,1,0,3.5,197,"ITPL Main Road, Whitefield",Delivery/Takeaway,South Indian,400
True South,1,0,0.0,0,Whitefield,Delivery/Takeaway,Fast Food,200
Mugs N Burgers,1,1,4.0,139,Brookefield,Cafe,Fast Food,600
The Early bell,1,0,3.9,197,Whitefield,Quick Bites,North Indian,300
Healthie,1,0,3.9,121,Whitefield,Delivery/Takeaway,South Indian,600
Estaa Sweets,1,0,3.5,8,Whitefield,Dessert,East Indian,300
Hottey Smokey,1,0,3.8,83,"ITPL Main Road, Whitefield",Quick Bites,Continental,500
Combo Biriyani,1,0,2.9,9,Whitefield,Delivery/Takeaway,South Indian,400
Artinci Artisanal Ice Cream,1,0,4.0,58,Whitefield,Dessert,Cafe,300
Kababji Cafe,1,0,0.0,0,Whitefield,Delivery/Takeaway,South Indian,300
Lassi Corner,1,0,3.3,16,Whitefield,Quick Bites,Beverages,200
Bobacha,1,0,4.1,82,Whitefield,Quick Bites,Beverages,300
Nagas,1,0,2.9,9,Whitefield,Delivery/Takeaway,South Indian,300
Abhiruchi Andhra Mess,1,0,3.1,61,Whitefield,Casual Dining,South Indian,300
Mad Over Donuts,1,0,4.2,372,Whitefield,Quick Bites,Fast Food,450
Bowl N Biryani,1,0,3.3,24,"ITPL Main Road, Whitefield",Quick Bites,South Indian,500
Kolkata Biryani Center,1,0,3.8,40,Whitefield,Quick Bites,South Indian,250
Pita Pit,1,0,3.9,34,Whitefield,Quick Bites,South Indian,500
Nasi And Mee,1,1,4.4,907,Whitefield,Casual Dining,Asian,1000
You Mee,1,0,4.7,277,Whitefield,Casual Dining,Asian,2000
Masale Daan,0,0,0.0,0,"Varthur Main Road, Whitefield",Unknown,North Indian,350
Rishitha Restaurant,1,0,3.8,90,Whitefield,Quick Bites,North Indian,500
KA53,1,0,3.9,45,Whitefield,Delivery/Takeaway,North Indian,300
Biryani Express,1,0,3.7,71,Whitefield,Casual Dining,South Indian,600
The Grilled & Fried,1,0,3.3,130,Whitefield,Quick Bites,Fast Food,300
YumYumDilli,1,0,3.4,35,Whitefield,Delivery/Takeaway,North Indian,500
Lenny's Burgers,1,0,0.0,0,Whitefield,Delivery/Takeaway,Fast Food,500
The Egg Factory,1,0,4.0,742,Whitefield,Casual Dining,Continental,750
New Rajalakshmi Sweets,1,0,3.3,6,Whitefield,Dessert,East Indian,300
Ooh La La,1,0,3.7,130,Whitefield,Delivery/Takeaway,North Indian,500
Keventers,1,0,2.9,79,Whitefield,Quick Bites,Beverages,400
Shan-e-Punjabi Express,1,0,3.1,76,Whitefield,Quick Bites,North Indian,400
Cake Dilim,1,0,3.7,71,Brookefield,Quick Bites,Fast Food,400
The Litti Company,1,0,3.5,26,Whitefield,Delivery/Takeaway,East Indian,400
Special Biryani House,1,0,3.2,202,Whitefield,Unknown,North Indian,400
Raapchick,1,0,3.6,49,Brookefield,Quick Bites,Fast Food,300
Reddy's Restaurant,1,0,3.1,35,Whitefield,Quick Bites,South Indian,400
Bottle Genie,1,0,0.0,0,"Varthur Main Road, Whitefield",Quick Bites,Beverages,350
Masala Chai,1,0,4.1,196,Whitefield,Quick Bites,Beverages,250
Petuk,1,0,3.7,78,Whitefield,Quick Bites,North Indian,400
Chai Galli,1,0,4.1,826,Brookefield,Cafe,Cafe,300
Ramdev Sagar,1,0,3.9,45,Brookefield,Quick Bites,South Indian,250
Andal Mess,1,0,3.6,24,Whitefield,Quick Bites,South Indian,300
Little Onnion,1,0,3.8,133,"ITPL Main Road, Whitefield",Casual Dining,South Indian,500
Chatpata India,1,0,3.9,104,Whitefield,Quick Bites,North Indian,400
Toscano,1,1,4.2,1038,Whitefield,Casual Dining,Continental,1500
Happy Endings,1,0,4.1,180,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,300
Biggies Burger 'n' More,1,0,4.0,298,Brookefield,Quick Bites,Cafe,400
Chikpet Donne Biriyani House,1,0,3.3,20,Whitefield,Quick Bites,South Indian,400
The Milkshake Theory,1,0,0.0,0,Whitefield,Quick Bites,Beverages,400
Thalis Of India,1,0,3.3,19,Whitefield,Delivery/Takeaway,South Indian,500
Best In Klass,1,0,3.2,47,Whitefield,Quick Bites,South Indian,200
Hunger Stop,1,0,3.7,102,Whitefield,Quick Bites,North Indian,300
Rayalaseema Foods,1,0,3.3,9,Whitefield,Quick Bites,South Indian,400
Hotel Uttam Sagar,1,0,3.6,7,Whitefield,Quick Bites,North Indian,400
Nikhil's Food Court,1,0,3.5,13,Brookefield,Quick Bites,South Indian,300
Domino's Pizza,1,0,3.0,304,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,400
Nagas,1,0,3.4,96,Whitefield,Quick Bites,South Indian,500
Punjab Bistro,1,1,4.2,84,Whitefield,Casual Dining,North Indian,1500
Hottey Smokey,1,0,0.0,0,Whitefield,Delivery/Takeaway,Asian,400
Urban Grills Restaurant,0,0,3.5,45,Whitefield,Casual Dining,Continental,700
Cookie Man,1,0,3.0,14,Whitefield,Dessert,Fast Food,150
New Punjabi Tasty Khana,1,0,3.0,176,Whitefield,Quick Bites,North Indian,400
Enchanted Garden,1,1,4.3,476,Whitefield,Casual Dining,North Indian,1400
Meat And Eat,1,0,3.4,28,Whitefield,Quick Bites,Fast Food,500
Kitchens Of Chettinad,1,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Smoodies,1,0,0.0,0,Whitefield,Delivery/Takeaway,Beverages,200
Online Cake and Flower.com,1,0,3.2,6,Whitefield,Quick Bites,Fast Food,500
Frozen Bottle,1,0,3.8,73,Brookefield,Quick Bites,Beverages,400
Aryan's Kitchen,1,0,3.1,97,Whitefield,Quick Bites,North Indian,500
InnerChef,1,0,3.7,176,Whitefield,Delivery/Takeaway,North Indian,500
Rivayat,1,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,500
Indian Chulha,0,0,0.0,0,Whitefield,Quick Bites,North Indian,200
Shizusan Shophouse & Bar,1,1,4.4,1313,Whitefield,Casual Dining,Asian,1800
The Duke Of Juices,1,0,3.7,26,Whitefield,Quick Bites,Beverages,200
Thanco's Natural Ice Cream,1,0,3.7,69,Whitefield,Dessert,Cafe,450
Tall Blonde French,1,0,3.6,83,Brookefield,Quick Bites,Fast Food,400
House Of Candy,1,0,0.0,0,Whitefield,Dessert,Cafe,200
Whitefield Social,1,0,4.1,2773,Whitefield,Bar,Continental,1500
Premium Bombay Kulfi,1,0,3.2,4,Whitefield,Quick Bites,Cafe,150
Kreme Delight,1,0,3.4,21,Whitefield,Quick Bites,Fast Food,300
Punjabi by Nature 2.0,1,0,4.2,489,Whitefield,Casual Dining,North Indian,1600
Grilliez,1,0,0.0,0,Whitefield,Delivery/Takeaway,Continental,400
Hotel Sai Renaissance,1,1,3.6,32,Whitefield,Casual Dining,South Indian,450
Oliver's Pub & Diner,1,1,3.9,548,Whitefield,Bar,Fast Food,1500
Maziga,0,0,4.7,292,Whitefield,Casual Dining,North Indian,1500
NISO Chinese Restaurant,0,0,3.9,36,KR Puram,Quick Bites,Asian,350
Samosa Singh,1,0,3.4,10,"Varthur Main Road, Whitefield",Quick Bites,North Indian,250
The Wok Shop,1,0,4.2,221,Whitefield,Quick Bites,Asian,500
Bakingo,1,0,3.4,6,Marathahalli,Quick Bites,Fast Food,500
Starter House,1,0,3.6,23,Whitefield,Quick Bites,Asian,250
Momo Mania,1,0,3.8,29,Brookefield,Quick Bites,Asian,300
Le Charcoal,1,1,4.1,345,Brookefield,Casual Dining,Continental,600
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.6,43,Whitefield,Delivery/Takeaway,Continental,500
Milkyway Ice Creams & Fast Food,1,0,3.7,24,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,200
Taste Of India Family Restaurant,1,0,3.2,232,Whitefield,Quick Bites,North Indian,400
World In A Bowl,1,0,3.5,16,Whitefield,Delivery/Takeaway,Continental,600
The Whitefield Arms Pub & Microbrewery,1,1,4.2,1113,Whitefield,Bar,Continental,1600
Grill Point,1,0,2.9,30,Whitefield,Quick Bites,North Indian,500
Punjab Di Rasoi,1,0,3.3,5,Whitefield,Quick Bites,North Indian,400
The Deli - The Den Bengaluru,1,0,3.7,24,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,600
Baskin Robbins,1,0,2.9,55,Whitefield,Dessert,Cafe,250
Mad About China,1,0,3.9,147,Whitefield,Quick Bites,Asian,600
"Vindwashini Bakers, Cake and Florist",1,0,0.0,0,Whitefield,Quick Bites,Fast Food,200
Crazy Crush - Juices & Desserts Cafe,1,0,3.5,11,Whitefield,Quick Bites,Beverages,300
Hotel Manu Residency,1,0,3.8,201,Whitefield,Casual Dining,South Indian,550
Rolls & Bowls,1,0,4.5,156,Brookefield,Quick Bites,Fast Food,250
YumYumSouth,1,0,3.5,50,Whitefield,Delivery/Takeaway,South Indian,600
Cream and Fudge,1,0,3.3,13,Brookefield,Dessert,Cafe,250
The Wok,1,0,2.8,89,Whitefield,Quick Bites,Asian,500
Mr. Cane,1,0,0.0,0,Whitefield,Quick Bites,Beverages,150
Gelato Italiano,1,0,3.3,6,Brookefield,Dessert,Cafe,200
Sri Sai Bhavan,0,0,3.6,38,Brookefield,Quick Bites,South Indian,300
The Big Spoon,1,0,3.8,45,Whitefield,Casual Dining,North Indian,750
Cake 24x7,1,0,3.2,10,Whitefield,Quick Bites,Fast Food,450
Kettle & Kegs,1,0,3.4,17,Whitefield,Delivery/Takeaway,Cafe,200
Andhra Ruchulu,1,0,3.5,108,Brookefield,Quick Bites,South Indian,500
Hotel Triloka,1,0,3.3,7,Whitefield,Quick Bites,North Indian,400
INDULGE by InnerChef,1,0,3.6,32,Whitefield,Quick Bites,Cafe,400
Desi Chai,1,0,0.0,0,Marathahalli,Quick Bites,Cafe,300
The Beer Cafe,1,1,4.1,673,Whitefield,Bar,Fast Food,1400
Petoo,1,0,4.0,143,Whitefield,Casual Dining,North Indian,800
ASIA SEVEN,1,0,3.3,4,Whitefield,Quick Bites,Asian,300
Happy Eats,1,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,300
Curries and Pickles,1,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Windy- Taste Of Home,1,1,3.6,112,Whitefield,Quick Bites,North Indian,300
China On My Plate,1,0,0.0,0,Whitefield,Casual Dining,Asian,800
Melting Melodies,1,0,0.0,0,Whitefield,Quick Bites,Fast Food,600
Anushka Restaurant,1,0,3.4,7,Whitefield,Casual Dining,North Indian,600
Harry's Bar + Cafe,1,1,4.1,1218,Whitefield,Bar,Asian,1200
New Royal Treat,1,0,0.0,0,Whitefield,Quick Bites,North Indian,350
Angaar Biriyani,1,0,3.7,92,Whitefield,Quick Bites,South Indian,400
Purani Dehli,1,0,2.6,60,Whitefield,Quick Bites,North Indian,600
Radha Rani,1,0,3.4,252,Brookefield,Quick Bites,North Indian,400
Taste of Chettinad,1,0,3.2,6,Whitefield,Delivery/Takeaway,Unknown,400
Sbarro,0,0,3.3,82,Whitefield,Quick Bites,Fast Food,500
Sherlock's Pub,1,1,3.3,273,Brookefield,Bar,Continental,1500
Foodhall,1,0,3.8,28,Whitefield,Quick Bites,Fast Food,700
Treatley,1,0,3.1,425,Whitefield,Delivery/Takeaway,North Indian,500
Just Bake,1,0,3.5,11,Whitefield,Quick Bites,Fast Food,400
The Chai Stop,1,0,0.0,0,Brookefield,Quick Bites,Fast Food,200
Bangalore Agarwal Bhavan,1,0,3.3,6,Whitefield,Dessert,East Indian,500
Mithai Time,1,0,3.0,56,Whitefield,Dessert,East Indian,200
Haagen Dazs,1,0,3.9,145,Whitefield,Dessert,Cafe,800
Lemon Krust,1,0,4.0,39,Whitefield,Quick Bites,Fast Food,150
Tandooriwala,1,0,2.7,24,Whitefield,Quick Bites,North Indian,700
Amoeba Sports Bar,1,1,3.9,578,Whitefield,Casual Dining,Continental,1000
Amaravati Authentic Andhra Restaurant,0,0,3.1,149,Brookefield,Casual Dining,South Indian,600
Kabab Mandra,0,0,2.7,165,Whitefield,Quick Bites,North Indian,300
Chinese Street,1,0,3.1,134,Whitefield,Casual Dining,Asian,650
Curries And Pickles,1,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Dilli Dil Se,1,0,3.6,20,Whitefield,Quick Bites,North Indian,400
Drunken Monkey,1,0,3.3,8,Whitefield,Quick Bites,Beverages,500
Organo Fresh,0,0,0.0,0,Whitefield,Quick Bites,Cafe,150
Dilli Galli,1,0,3.6,43,Whitefield,Quick Bites,North Indian,200
Inhouse Burger,0,0,3.3,12,Whitefield,Quick Bites,Fast Food,400
The Punjabi Park,1,0,3.5,31,Whitefield,Casual Dining,North Indian,500
Brilram's Balaji Bhavan,0,0,3.9,141,Whitefield,Casual Dining,South Indian,700
Kerala Restaurant,0,0,3.4,67,Whitefield,Quick Bites,South Indian,450
Vegtaurant,1,0,3.7,88,Whitefield,Quick Bites,North Indian,300
Crunchie Corner,1,0,4.0,46,Brookefield,Quick Bites,Fast Food,450
The Chefs Specials,1,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,400
Auntie Fung's,1,0,3.8,20,Whitefield,Quick Bites,Asian,700
The North and South Restaurant,1,0,3.2,21,Whitefield,Delivery/Takeaway,North Indian,400
Marigold Fine Dine Restaurant,0,1,4.0,292,Whitefield,Casual Dining,Continental,1500
Mom's Kitchen,0,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,250
Shyam's Lunch Box,1,0,3.2,9,Whitefield,Quick Bites,South Indian,300
The Hyderabad Chefs,1,0,2.8,63,Whitefield,Delivery/Takeaway,North Indian,600
BelgYum,1,0,0.0,0,Whitefield,Dessert,Cafe,400
Treat Restaurant,1,0,2.8,32,Whitefield,Quick Bites,South Indian,400
Aashish Foods,1,0,2.7,35,Brookefield,Quick Bites,North Indian,150
Krutunga Restaurant,1,0,3.0,52,Whitefield,Quick Bites,South Indian,400
Lulu's Bakery & Fast Food,1,0,3.6,84,KR Puram,Quick Bites,North Indian,300
Smoke - The Sizzler House,0,0,3.6,171,Whitefield,Casual Dining,Continental,800
Master Brothers,1,0,3.4,8,Whitefield,Quick Bites,Cafe,450
Suryawanshi,1,0,4.2,938,Whitefield,Casual Dining,South Indian,700
Pindi Bangalore,1,0,0.0,0,Whitefield,Unknown,North Indian,900
Basmati Restaurant,1,0,3.4,23,Whitefield,Quick Bites,North Indian,350
Bakery 24x7,1,0,0.0,0,Whitefield,Delivery/Takeaway,Cafe,500
Oregano Soul Food,1,0,4.1,142,Whitefield,Cafe,Cafe,700
The Kim Chi Chef,1,0,4.0,210,Whitefield,Casual Dining,Asian,900
Taishty,1,0,3.7,66,Whitefield,Quick Bites,North Indian,200
Mist n Creams,1,0,3.6,19,Whitefield,Dessert,Cafe,400
Biting Junction,1,0,3.9,119,Whitefield,Quick Bites,Asian,350
Rajdhani Thali Restaurant,1,1,3.9,902,Whitefield,Casual Dining,North Indian,900
Burgundy - Royal Orchid Suites,0,1,3.9,104,Whitefield,Casual Dining,North Indian,1200
Biryani Paradise,1,0,3.8,136,Whitefield,Casual Dining,South Indian,700
The Taste Players,1,0,3.7,51,Whitefield,Casual Dining,North Indian,500
Prathika Annapurna Grand,1,0,3.5,13,KR Puram,Casual Dining,South Indian,500
Freshkhilao,1,0,3.3,379,Brookefield,Casual Dining,Asian,750
Hoodi Baba A Str-eat Caff,1,0,3.7,38,Whitefield,Quick Bites,North Indian,300
Andhra Biryanis,1,0,4.0,112,Whitefield,Casual Dining,South Indian,700
Hyderabad Biryaani House,1,0,3.6,378,Whitefield,Casual Dining,South Indian,700
Dilli Darbar,1,0,3.4,374,Whitefield,Casual Dining,North Indian,500
Chinese Chaska,1,0,3.1,127,Whitefield,Casual Dining,Asian,550
Apsara Ice Cream,0,0,4.0,92,Whitefield,Dessert,Cafe,200
Bhagini IRIS,0,0,3.7,115,Whitefield,Casual Dining,North Indian,600
Dragon Box,1,0,3.0,12,Whitefield,Delivery/Takeaway,Asian,450
Oakleaf,1,0,3.9,41,Whitefield,Casual Dining,Asian,2000
Indian Tadka,1,0,3.7,215,Whitefield,Quick Bites,North Indian,700
Biriyani Zone,1,0,3.9,393,Whitefield,Casual Dining,South Indian,800
Office Lunch Box,1,0,3.6,114,Whitefield,Delivery/Takeaway,South Indian,200
Delhi Walle,0,0,3.7,118,Whitefield,Quick Bites,North Indian,300
Visantoe,1,0,3.2,8,Whitefield,Quick Bites,Fast Food,400
Arusuvai D' Kitchen,1,0,3.7,26,KR Puram,Quick Bites,South Indian,350
Izakaya Gastro Pub,1,1,3.8,128,Whitefield,Bar,North Indian,1200
UBQ by Barbeque Nation,1,0,3.6,17,Whitefield,Delivery/Takeaway,North Indian,450
Pulla Reddy Sweets,0,0,3.7,29,Whitefield,Dessert,East Indian,250
Punjabi Kitchen,1,0,3.6,205,Whitefield,Quick Bites,Asian,400
Kamat Yatrinivas,0,0,3.0,241,Whitefield,Quick Bites,North Indian,500
Sorse,1,1,4.1,982,Whitefield,Casual Dining,North Indian,750
The Combo House,1,0,3.3,8,Marathahalli,Quick Bites,Fast Food,500
Spicy Andhra,1,0,3.2,4,Whitefield,Quick Bites,South Indian,500
Expresso Restaurant,1,0,3.5,6,Whitefield,Delivery/Takeaway,Fast Food,400
Cafe Noir,1,0,3.4,5,Whitefield,Casual Dining,Continental,1500
The Square Table,1,1,4.2,584,Whitefield,Casual Dining,North Indian,1000
Hyderabad Chefs,1,0,4.0,277,Whitefield,Casual Dining,South Indian,800
The Fat Chef,1,1,4.1,1755,Whitefield,Casual Dining,Asian,1400
Dande Hyderabad Biryani,1,0,3.4,6,Whitefield,Delivery/Takeaway,South Indian,500
Rolls On Wheels,0,0,3.1,76,Whitefield,Quick Bites,Fast Food,300
SGS Non Veg - Gundu Pulav,1,0,3.7,12,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,300
South House,1,0,4.2,120,Brookefield,Casual Dining,South Indian,800
Dhruva's Munch & Sip,0,0,0.0,0,KR Puram,Quick Bites,Fast Food,200
Alpha - House of Biryani & Tandoor,1,0,3.5,395,Whitefield,Casual Dining,South Indian,800
Kapoor's Cafe,0,0,4.2,3021,Whitefield,Casual Dining,North Indian,800
Kabab Mirchi,0,0,3.5,46,Whitefield,Quick Bites,North Indian,350
Shaan-E-Punjab,1,0,2.9,84,"ITPL Main Road, Whitefield",Casual Dining,North Indian,500
Nandi Mess - Feel Like Mom's,1,0,3.7,31,Whitefield,Quick Bites,South Indian,250
Lucky Singh & Co,0,0,4.0,38,Whitefield,Delivery/Takeaway,Fast Food,350
Hyderabad Biryani,1,0,3.2,4,Whitefield,Quick Bites,South Indian,300
Cheers Life,0,0,3.4,4,"Varthur Main Road, Whitefield",Quick Bites,Beverages,300
SV Restaurant,1,0,3.1,8,Whitefield,Casual Dining,South Indian,550
Nisarga Restaurant,1,0,3.4,6,Whitefield,Quick Bites,North Indian,300
Dhadoom,0,0,0.0,0,Whitefield,Quick Bites,Continental,450
Delhi Mahal,1,0,3.1,114,Whitefield,Quick Bites,North Indian,400
Metrolicious,1,0,3.5,38,Whitefield,Delivery/Takeaway,North Indian,400
Apna Hotel,1,0,3.5,26,Whitefield,Quick Bites,North Indian,300
Tanuja Home Food,1,0,3.1,18,Whitefield,Delivery/Takeaway,North Indian,300
California Burrito,0,0,3.9,122,Whitefield,Quick Bites,Continental,400
New Paratha Corner,1,0,3.9,176,Whitefield,Quick Bites,North Indian,350
Salt Mango Tree,1,0,4.2,523,Whitefield,Casual Dining,South Indian,1000
Noodle Bar,0,1,4.0,1070,Whitefield,Casual Dining,Asian,1400
The Andhra Bhojanam,1,0,3.3,7,"ITPL Main Road, Whitefield",Casual Dining,South Indian,300
Desi Khana,1,0,3.3,10,Whitefield,Quick Bites,North Indian,300
King Of Spices,1,0,3.7,30,Whitefield,Casual Dining,South Indian,500
Temptation,1,0,0.0,0,Whitefield,Quick Bites,North Indian,500
Hasee-E-Shan Makers Of Biryani,1,0,3.5,16,Whitefield,Quick Bites,South Indian,500
Picnik,1,0,0.0,0,Whitefield,Quick Bites,North Indian,300
Sizzles,0,0,3.5,11,Whitefield,Casual Dining,North Indian,800
Chulha Chauki Da Dhaba,1,0,4.2,2283,Brookefield,Casual Dining,North Indian,800
Curries And Pickles,1,0,3.1,4,Whitefield,Delivery/Takeaway,South Indian,250
Biryani House,0,0,3.6,14,Whitefield,Casual Dining,South Indian,450
A Southern Fair,1,0,3.0,19,Whitefield,Casual Dining,South Indian,750
Chacha Ka Dhaba,0,0,0.0,0,Whitefield,Quick Bites,North Indian,400
Kshatriya's Kitchen,1,0,3.7,55,Whitefield,Quick Bites,South Indian,300
Calvin's,0,0,3.9,299,Whitefield,Dessert,Cafe,600
Maggie Point,0,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,300
Kidilum,1,0,3.8,210,Whitefield,Quick Bites,South Indian,350
Punjab Junction,1,0,3.2,31,Whitefield,Quick Bites,North Indian,350
Bangalore Mandarin,1,0,4.3,782,Whitefield,Casual Dining,Asian,1100
Amaravati Food Court,1,0,3.3,7,Whitefield,Quick Bites,South Indian,300
Beyond Elements,1,1,4.1,869,Whitefield,Casual Dining,Cafe,900
PIZZMO,0,0,3.6,26,Whitefield,Quick Bites,Fast Food,500
Desi Doze,1,0,3.8,147,Whitefield,Quick Bites,North Indian,400
Jubli Biryani,1,0,3.6,17,Whitefield,Quick Bites,South Indian,500
Dil Se Dilli,1,0,3.8,282,Whitefield,Casual Dining,North Indian,700
Mainland China,1,1,4.7,1562,Whitefield,Casual Dining,Asian,1700
Gusto's Pizza,0,0,3.1,10,Whitefield,Delivery/Takeaway,Fast Food,500
Marhaba,1,0,3.5,8,Whitefield,Quick Bites,Continental,500
Swadishta,0,0,3.4,7,Whitefield,Quick Bites,South Indian,200
Whats Ap,0,0,3.3,9,Whitefield,Casual Dining,South Indian,800
Wang Fu Kitchen,1,0,3.8,27,Whitefield,Quick Bites,Asian,400
Real Ambur Dum Biryani,0,0,3.3,4,Whitefield,Quick Bites,South Indian,250
Sri Lakshmi Hotel,1,0,3.4,7,Whitefield,Quick Bites,Asian,250
Nandhini Deluxe,0,1,2.9,268,Whitefield,Casual Dining,North Indian,600
Punjabi Park,1,0,2.9,25,Whitefield,Quick Bites,North Indian,400
Celebrations 365,1,0,3.3,6,Brookefield,Dessert,Cafe,350
Copper Chimney,1,1,4.1,0,Whitefield,Casual Dining,North Indian,1200
HIGH SKY,0,0,3.0,32,Whitefield,Casual Dining,Continental,1000
FreshEats,0,0,3.6,14,East Bangalore,Quick Bites,Continental,400
Lot Like Crepes & Cafe,1,0,4.0,21,Whitefield,Cafe,Cafe,600
Flavours Radha Hometel,0,1,3.5,185,Whitefield,Casual Dining,North Indian,800
Mangalore Lunch Home,1,0,3.5,11,Whitefield,Quick Bites,North Indian,300
Oven Fresh,0,0,2.9,21,Whitefield,Quick Bites,Fast Food,600
Delhi Restaurant,1,0,3.6,196,Whitefield,Quick Bites,North Indian,350
Nieghbourhood Cafe,0,0,3.7,39,Whitefield,Casual Dining,Fast Food,750
Captain Egg,0,0,4.1,18,Whitefield,Quick Bites,Fast Food,400
Snack Itt,0,0,0.0,0,Whitefield,Unknown,Fast Food,200
Golden Fork,0,0,0.0,0,Whitefield,Quick Bites,South Indian,200
Cluckees,0,0,0.0,0,Whitefield,Quick Bites,Fast Food,300
Manbhavan Premium Thali Restaurant,1,0,4.0,485,Whitefield,Casual Dining,South Indian,1000
Aaha,1,0,3.6,94,Brookefield,Quick Bites,North Indian,300
Star Restaurant,0,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Taste Buddies,0,0,0.0,0,Whitefield,Quick Bites,North Indian,400
New Suruchi Hotel,0,0,0.0,0,Whitefield,Quick Bites,North Indian,200
Orbis Market Kitchen,0,0,0.0,0,Whitefield,Quick Bites,Continental,600
Elaichi,0,0,0.0,0,Whitefield,Quick Bites,North Indian,500
Taas Foods,0,0,0.0,0,Whitefield,Quick Bites,Asian,250
Rara Avis,0,0,0.0,0,Whitefield,Delivery/Takeaway,South Indian,400
Eat Eroo - Bombay Vada Pav,0,0,0.0,0,Whitefield,Delivery/Takeaway,Fast Food,200
Hotel Greens,0,0,3.6,59,Whitefield,Casual Dining,South Indian,800
The Lighthouse Cafe,0,0,3.6,21,Whitefield,Casual Dining,Continental,650
Kitchen Online,0,0,3.3,6,Whitefield,Delivery/Takeaway,North Indian,300
Mubeena Shariff Chocolatier,0,0,3.6,14,Whitefield,Dessert,Cafe,500
Mast Kalandar,0,0,2.6,76,Whitefield,Casual Dining,North Indian,0
Ammi's Biryani,0,0,2.5,131,Whitefield,Quick Bites,South Indian,500
